zinc_id,smiles
ZINC000004213508,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
ZINC000013549756,NC(=O)CC[C@@H](NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)O
ZINC000001554077,CCCCCc1c(-c2ccc3cc(OCc4nnn[nH]4)ccc3c2)n(Cc2ccccc2)c2ccccc12
ZINC000012503852,CCCC(=N)NCCC[C@@H](N)C(=O)O
ZINC000004214639,C=CC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
ZINC000100776280,CC[C@@H](C)C(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
ZINC000006072310,Cn1c(=O)[nH]c(=O)c2[nH]c(=O)n(C)c21
ZINC000000000851,C[C@H](C(=O)O)c1ccc(Oc2nccs2)cc1
ZINC000005741898,O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@H]3C=CCCCCN3[C@@H]21
ZINC000000895511,O=C[C@H](O)C(=O)O
ZINC000053021878,CCN(CC)CC[C@]1(c2ccccc2)C(=O)Oc2ccccc21
ZINC000039212239,C[C@@H](CCCCC(=O)O)CC(=O)O
ZINC000014684772,C=C(C)/C=C\[C@@H]1C[C@@H](C)CCCO1
ZINC000013460027,O=C1CC[C@H](O)c2cccc(O)c21
ZINC000000899907,COc1ccc2c(=O)c(-c3ccc(O)c(OC)c3)coc2c1
ZINC000003937468,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OCCCC(=O)O)c(C(C)(C)C)c1
ZINC000013437734,C[C@H](O)C(=O)NCC[C@H](N)C(=O)O
ZINC000005512459,CCCCCC[C@@H]1C[C@H](OC(C)=O)CO1
ZINC000012153416,C=C(C)[C@@H]1CC[C@]2(C)CCC[C@@](C)(O)[C@@H]2C1
ZINC000095618095,CCCCC[C@H]1C[C@@H](C(=O)O)C(=O)O1
ZINC000039472044,COc1cc(C[C@@](C)(O)C(=O)O)ccc1O
ZINC000012496774,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1
ZINC000049088264,C=C1[C@H]2C[C@H](O)[C@@]3(C)O[C@@H]1O[C@@H](O)[C@@H]23
ZINC000095620577,C=CC[C@H](C)C(=O)OCCCCCC
ZINC000013347543,COC(=O)/C=C/C(=O)N[C@H](Cc1ccc(O)c(Cl)c1)C(=O)O
ZINC000018007687,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21
ZINC000100899294,C/C=C1/CN2CC[C@@]34c5cc(O)ccc5N(C)[C@]35OC[C@@]4(C(=O)OC)[C@@H]1C[C@H]25
ZINC000002038451,C[C@@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
ZINC000004217596,CCCCCOc1cccc(NC(=O)O[C@@H]2CCCC[C@H]2N2CCCC2)c1
ZINC000006505385,O=C(O)C[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O
ZINC000095618238,CSCS
ZINC000005955801,CC[S@](=O)C[C@H](N)C(=O)O
ZINC000034191113,N[C@H](CC(=O)O)C(=O)N[C@H](CO)C(=O)O
ZINC000004214965,O=C(NCc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
ZINC000015261553,N[C@H](CCC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O
ZINC000016051731,N=C(N)Nc1cccc([C@@H](CS)C(=O)O)c1
ZINC000006071880,Cc1ccccc1C[C@H](C)C=O
ZINC000004216763,CCC(=O)N(c1ccccc1)[C@@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@H]1C
ZINC000014589052,CCCC[C@@H](S)CCOC(C)=O
ZINC000008218444,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
ZINC000004097902,C=C[C@@]1(C)C=C2C(=O)C[C@@]3(O)[C@@H](CCCC3(C)C)[C@]2(C)[C@@H](O)C1
ZINC000001711822,CC(C)c1cc2c(cc1O)[C@]1(C)CCCC(C)(C)[C@H]1CC2=O
ZINC000005648065,Cc1coc2c(O)c3c(c(C)c12)[C@@H](C)CCC3
ZINC000003875596,CC[C@H](c1ccc(O)cc1)[C@@H](CC)[C@@H](C)c1ccc(O)cc1
ZINC000013561087,O=C(NC1CCC1)P(=O)(O)O
ZINC000100114484,CC(=O)/C=C/[C@@]12O[C@@]1(C)CCCC2(C)C
ZINC000169622500,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ZINC000169300992,C=C1CC[C@@H](O)[C@@]2(C)CC[C@H]3[C@H](OC(=O)[C@@H]3C)[C@@]12O
ZINC000005132548,C/C=C(/C)C(=O)O[C@H](COc1c2ccoc2cc2oc(=O)ccc12)C(C)(C)O
ZINC000050027870,N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O
ZINC000043065341,Cc1nn(C)c(/C(OC(=O)C(C)(C)C)=C(\C#N)c2ccc(C(C)(C)C)cc2)c1C
ZINC000005510509,CCCCC/C=C/C[C@@H]1CCC(=O)O1
ZINC000103221273,COc1cccc([C@H](N)P(=O)(O)O)c1OC
ZINC000095571880,C=C(C)/C=C/c1cccc2[nH]cc(C=O)c12
ZINC000000001324,CCSC(=O)c1cccc(C(=O)SCC)c1
ZINC000000000088,C=CCC1=C(C)[C@@H](OC(=O)[C@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O
ZINC000059728567,O=C(O)CC(=O)OC[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000014592814,CSC(=O)CCC(C)C
ZINC000001482048,CN1C(C)(C)C=CCC1(C)C
ZINC000014727564,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)ccc1O
ZINC000001531097,CCC[C@@H](O)/C=C/C=C/C=C/C#CC#CCCCO
ZINC000003202974,Cc1cc(O)cc2c1C(=O)Oc1cc3c(c(O)c1O2)C(=O)OC3
ZINC000085552707,O=P(O)(O)O[C@H]1[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H]1OP(=O)(O)O
ZINC000100198557,CC(=C/C(=O)O)/C=C/[C@@]1(O)[C@]2(C)C[C@@H](O)C[C@]1(C)CO2
ZINC000004214008,O=C1N=C2SCCN2C(=O)[C@@H]1Cc1ccc(Cl)cc1
ZINC000008218899,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O
ZINC000028631259,NCCCC[C@H](NC(=O)[C@H](N)CCC(=O)O)C(=O)O
ZINC000000895339,CC[C@](O)(C(C)=O)C(=O)O
ZINC000006017736,COc1cc2c(c3oc(=O)c4c(c13)[C@@H](O)CC4=O)[C@@H]1C=CO[C@@H]1O2
ZINC000040471336,CSCC[C@@H](NC(=O)[C@@H](N)CC(N)=O)C(=O)O
ZINC000003967771,COc1cc(C(=O)Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)cc(OC)c1OC
ZINC000002512466,COc1ccc([C@H](O)CO)cc1O
ZINC000064548860,CC1(C)CCC[C@@]2(C)C1=C(O)C(=O)c1c(O)c3c(c(O)c12)O[C@@H](CO)C3
ZINC000005131701,N[C@@H](CO)C(=O)N[C@H](CO)C(=O)O
ZINC000014953650,COc1cc(/C(O)=N/S(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)OC3CCCC3)cc21
ZINC000002391078,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)O
ZINC000045358090,Cc1cc2cc(O)cc3oc(C)cc(n1)c23
ZINC000013543108,CC1(C)O[C@@]2(C)CC[C@@H]1C(=O)C2
ZINC000032296356,C[C@H]1O[C@@H]2O[C@H]1C=Cc1cccc(O)c12
ZINC000001532561,O[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000000597348,CCn1nnn(CCN2CC[C@@H](N(C(=O)COC)c3ccccc3F)[C@@H](C)C2)c1=O
ZINC000004096362,CC(=O)N[C@H]1[C@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000013658656,CCCn1c(=O)c2[nH]cnc2n(-c2ccc(Cl)cc2)c1=O
ZINC000015120744,C=C[C@@](C)(O)C/C=C\C(=C)C
ZINC000100772347,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@@H]1OC[C@@H](O)[C@@H]1O
ZINC000072266771,C[C@H](C(=O)OCCN1CCN(CCOC(=O)[C@@H](C)c2cccc3ccccc23)CC1)c1cccc2ccccc12
ZINC000017187167,Cc1cn([C@@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O
ZINC000000901672,CC(=O)[C@H](N)C(=O)O
ZINC000049850667,CC(C)=CC[C@]12Oc3cc(O)ccc3[C@]1(O)Oc1cc(O)c([C@H]3C=C(C)C[C@@H](c4ccc(O)cc4O)[C@@H]3C(=O)c3ccc(O)cc3O)c(O)c1C2=O
ZINC000005765982,CCO[C@@H]1CCC(=O)O1
ZINC000005973246,CCCCCOC(=O)c1cc(O)c(O)c(O)c1
ZINC000014585856,O=C1CCC2=C1N1CCC[C@H]1OC2
ZINC000008216703,CC[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
ZINC000085564529,C[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2[C@H]1O
ZINC000002031123,CCCC/C=C1/OC(=O)C(C)=C1C
ZINC000034620396,CNCCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1
ZINC000040439703,C[C@H](O)[C@H](NC(=O)[C@@H](N)CO)C(=O)O
ZINC000005963577,CN1C(=O)CCC1(C)C
ZINC000096911257,O[C@H]1[C@H](O)CN2C[C@H](O)[C@@H]2[C@H]1O
ZINC000005761927,CC/C=C/C[C@@H]1CCCC1=O
ZINC000014858588,O=C(O)[C@H]1CCN1CCCO
ZINC000008436831,CC(C)O[P@@](C)(=O)F
ZINC000034239698,CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@H](CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O
ZINC000015116026,Oc1ccc2c(c1)O[C@@H]1c3ccc(O)cc3OC[C@H]21
ZINC000014616102,CCOC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cc(Cl)c2c(c1O)C(=O)O[C@H](C)C2
ZINC000004217400,CN(C)Cc1ccc(CSCCNC(=O)c2ccc[n+]([O-])c2)o1
ZINC000169293755,CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@@]12C(=CCC[C@@H]1C(C)(C)O[C@@]2(C/C=C(\C)C(=O)O)C(=O)O)C3=O
ZINC000096014971,CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)cc1
ZINC000004212590,CCCO[C@@H]1[C@@H](O)[C@@H](OCC)O[C@@H]1[C@H](COCc1ccc(Cl)cc1)OCc1ccc(Cl)cc1
ZINC000059207391,CC(=C/C(=O)O)/C=C/[C@]1(O)[C@]2(C)CO[C@@]1(C)C[C@@H](O)C2
ZINC000013484717,CCCCCC#C[C@@H](O)[C@@H](O)C(=O)O
ZINC000015221893,C[C@@H](O)CC[C@H](O)c1ccoc1
ZINC000014918949,C[C@@]12CCc3occc3[C@@H]1CC[C@@]13C[C@@H](CC[C@@H]12)[C@@](O)(CO)C3
ZINC000032161939,C[C@H]1SCC[C@@H]1S
ZINC000034718171,CCCCCCCCCCCOS(N)(=O)=O
ZINC000066097848,Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O
ZINC000001842649,C[C@@H](Sc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)o1)C(=O)O
ZINC000006360461,NCCOCC[C@@H](N)C(=O)O
ZINC000014614433,C=CCCCCC(=O)CC
ZINC000004215288,N/C(CN(Cc1ccccc1)c1ccccc1)=N\O
ZINC000033844408,C/C=C/c1cnccn1
ZINC000000000495,COc1cc([C@H](O)CNC(C)C)ccc1O
ZINC000004214349,CS(=O)(=O)OCCN[P@]1(=O)OCCCN1CCCl
ZINC000012504453,O[C@H]1[C@H]2CC[C@](O)(N2)[C@@H](O)[C@@H]1O
ZINC000027210238,NCCCC[C@@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
ZINC000072127623,OC[C@@H]1COC(c2ccccc2O)=N1
ZINC000095619977,Oc1cc(O)c2c(c1)O[C@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2[C@@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C4
ZINC000084759366,CC(C)OC(=O)OC1CCCCC1
ZINC000001530388,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@H]1O
ZINC000100486299,O=C1C(=O)c2ccccc2C(O)=C1C1CCCCC1
ZINC000050027349,NC(=O)C[C@H](NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(=O)O
ZINC000012341951,COC(=O)c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000095541373,CC(=O)OC[C@]12[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3[C@@H](OC(C)=O)[C@@]14O[C@@]3(C)COC(=O)c1cccnc1CC[C@H](C)C(=O)O[C@@H]([C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@]4(C)O
ZINC000000141295,Nc1nccc(-c2cc(Cl)sc2Cl)n1
ZINC000006020916,CC(=O)N[C@@H](CSC[C@H](C)C(=O)c1ccccc1)C(=O)O
ZINC000008217150,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
ZINC000000538361,CC(C)N1CCN(C(=O)N2c3ccccc3Sc3ccccc32)CC1
ZINC000005998268,CO[C@@H](C(=O)CO)[C@@H](O)[C@H](O)CO
ZINC000014588995,CC1=C[C@@H]2OC(=O)[C@H](C)[C@H]2CC1
ZINC000001685819,CCCC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
ZINC000001529205,N[C@H](CCCC=O)C(=O)O
ZINC000034290098,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CO)C(=O)O
ZINC000011681891,COc1cccc2c1O[C@H]1[C@@H](C2)C(=O)[C@H]2Cc3cccc(OC)c3O[C@H]2C1(C)C
ZINC000002039275,COc1cc2oc(=O)[nH]c2cc1Cl
ZINC000027211157,NCCCC[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
ZINC000005752362,COc1cc2c(c(O)c1OC)[C@H](C)N(C)CC2
ZINC000013649795,Nc1nc(=O)c2ncn(COCCO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)c2[nH]1
ZINC000150347202,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC
ZINC000013354880,C=C(CCN)C(=O)O
ZINC000002047800,NC(=O)CC[C@H](NC(=O)[C@@H](N)CC(N)=O)C(=O)O
ZINC000085489337,Cc1ccc2c(c1)[C@@H](C(C)C)CC[C@H]2C
ZINC000100256220,C=CC(=C)CC[C@@H]1[C@@](C)(O)CC[C@H]2C(C)(C)CCC[C@]21C
ZINC000002037736,CCOC(=O)[C@](CC)(C(=O)NCCN(CC)CC)c1ccccc1
ZINC000014594146,CN1C(=O)N[C@H](CCCNC(=O)c2cc(Br)c(Br)n2C)C1=O
ZINC000195914124,CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OC[C@@H](CC)CCCC)SCC(=O)OC[C@H](CC)CCCC
ZINC000230085886,C=C1CC[C@@H]2[C@H]([C@@H]3[C@@H]1CC[C@@]3(C)O)C2(C)C
ZINC000033955170,CCCCC[C@@](C)(O)/C=C/[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)O
ZINC000040478997,NC(=O)CC[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O
ZINC000008144430,COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1
ZINC000004097905,C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]1(C)[C@@H](O)C[C@H](OC(C)=O)C(C)(C)[C@H]1C[C@H]3O
ZINC000005840837,N[C@H]1CCCCCCCCCCNC1=O
ZINC000043205516,COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21
ZINC000005116778,NC1=NC(=O)C2=NC(O)=NC2=N1
ZINC000013545026,N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O
ZINC000014642865,O=C(Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2)c1cc(O)c(O)c(O)c1
ZINC000013334939,COc1cc2c(c(OC)c1C)C(=O)C[C@@H](c1ccccc1)O2
ZINC000040470480,C[C@@H](N)C(=O)N1C[C@@H](O)C[C@@H]1C(=O)O
ZINC000169289401,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C\C(C)(C)[C@]1(O)O2)O4)O3
ZINC000050026926,NC(=O)CC[C@H](N)C(=O)N[C@H](CO)C(=O)O
ZINC000004214288,CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)cc2)CC1
ZINC000038788724,COc1ccc2ccc3c(OC)ccc4ccc1c2c43
ZINC000096006136,O=C(c1c(O)cc(O)cc1O)n1cccc1
ZINC000002578904,CC(C)CCCCCCCC(=O)O
ZINC000049832914,CC(C)C[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C
ZINC000005751728,C[C@@H](C(=O)O)c1ccc2c(c1)oc1ccc(Cl)cc12
ZINC000031544973,C[C@H](Cc1ccccc1)N(C)Cc1ccco1
ZINC000031159830,O=C(/C=C/c1ccc(O)cc1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1CCCC[C@H]1O
ZINC000114891462,C[C@@]1(C(=O)O)[C@H]2CC[C@@H](O2)[C@@]1(C)C(=O)O
ZINC000004217549,CC1(C)S[C@@H]2[C@H](NC(=O)CSc3ccccc3)C(=O)N2[C@H]1C(=O)O
ZINC000100256099,CC(C)[C@@]12CCC(=O)[C@H]1C2
ZINC000005273938,C[C@H](O)[C@@H](N)C(=O)N[C@@H](CO)C(=O)O
ZINC000006494150,C[C@H](Cc1ccccc1O)C(=O)O
ZINC000028536516,C=C1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
ZINC000004098210,C=C[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)C(=C)[C@@H]1[C@@H](O)C2
ZINC000005134370,C1=CSCC1
ZINC000000598590,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1
ZINC000002020014,O=C(NCO)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1
ZINC000032167692,CCC(=O)[C@@H](C)S
ZINC000012496962,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)C[C@H](O)CC(C)(C)O
ZINC000002036724,C=CCN1C(=O)O[C@@H](C)C1=O
ZINC000095618468,COc1cc2c(c3oc(=O)c4c(c13)C[C@H](O)C4=O)[C@H]1C=CO[C@@H]1O2
ZINC000004216469,C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C
ZINC000015256974,CCCCC[C@@H](C[C@H](CCc1ccc(OC)c(OC)c1)OC(C)=O)OC(C)=O
ZINC000035075862,CCCCCC(=O)ON1C(=O)COc2ccccc21
ZINC000001999360,C[N+](C)(C)CCOC(=O)[C@@H]1CCC[N+]1(C)C
ZINC000000004507,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12
ZINC000095619619,CCO[C@H](C)O[C@@H](C)C(=O)O
ZINC000100035521,Cc1ccc(/C=C2/C(=O)[C@]3(C)CC[C@@H]2C3(C)C)cc1
ZINC000004533736,NC(=O)CC[C@@H](NC(=O)[C@H](N)CC(=O)O)C(=O)O
ZINC000014640193,COc1c(/C=C/C(=O)c2ccc(O)c(O)c2)ccc(O)c1O
ZINC000001614086,COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)cc1OC
ZINC000059065973,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
ZINC000003978347,COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@H]1N(C2)C[C@@H]3O
ZINC000008552026,CC[C@@]1(C)Oc2cc(c([S@@](=O)C[C@@H](O)C[C@H](N)C(=O)O)cc2O)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(=O)O
ZINC000004214350,NC(=O)N[C@@H]1CCC(=O)c2sccc21
ZINC000038220509,CCCCCC1O[C@@H](C)[C@H](C)O1
ZINC000006031851,C[C@H]1OC(=O)c2c(O)cccc2[C@@H]1O
ZINC000004211998,CCC(=O)C(CCCCCCOc1ccc(OC)cc1Cl)C(=O)CC
ZINC000001715689,COc1cc2[nH]c3c4c(c(C)cc3c2cc1OC)OC(C)(C)C=C4
ZINC000053275063,COC1=CC=C2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5
ZINC000085810929,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C/CCCCCCCC)OC(=O)CCCCCCC/C=C/C/C=C/CCCCC
ZINC000001730387,COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@H]2c1ccc(OCCN2CCCC2)cc1
ZINC000000899200,CC(C)=CCc1c(O)cc(/C=C/c2ccc(O)cc2O)cc1O
ZINC000005699887,CC1(C)CCC[C@@](C)(O)C1=O
ZINC000002013137,COc1ccc2cc([C@H](C)CO)ccc2c1
ZINC000040479108,CSCC[C@H](N)C(=O)N[C@H](CCC(N)=O)C(=O)O
ZINC000030691679,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)OCCl
ZINC000013308553,COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCc1c[nH]cn1)=NO2
ZINC000014455080,COc1cc(CC[C@H](CC(=O)CCc2ccccc2)OC)ccc1O
ZINC000013538216,N[C@@H](CO)C(=O)N[C@H](Cc1ccccc1)C(=O)O
ZINC000004098725,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(C(=O)O)=C[C@@H](O)[C@H]1O
ZINC000043502273,CCCC[C@H](CC)CCC=O
ZINC000031166322,O[C@H]1c2ccccc2-c2c3c(cc4c2[C@@H]1NCC4)OCO3
ZINC000000607878,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1Cc1ccc(F)cc1
ZINC000032216128,C[C@H](CC(=O)O)C[C@@H](C)C(=O)O
ZINC000082304985,CC(=O)[C@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1
ZINC000000001819,CCn1c(=O)c2ccccc2n(-c2cccc([N+](=O)[O-])c2)c1=O
ZINC000004096076,C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
ZINC000004211929,C[C@@H](Cl)C(=O)Nc1ccc(C2=NNC(=O)C[C@H]2C)cc1
ZINC000006929291,C[C@H](N[C@H](CCCCN)C(=O)O)C(=O)O
ZINC000028631689,CSCC[C@@H](NC(=O)[C@H](N)Cc1ccccc1)C(=O)O
ZINC000085589911,CCCCCCCCCCC(=O)NCC(=O)O
ZINC000004098420,COc1cc([C@H]2Oc3ccc4ccc(=O)oc4c3O[C@@H]2CO)cc(OC)c1O
ZINC000002040106,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1
ZINC000003591952,C[C@@H]1SC(=O)C(C)(C)C1=O
ZINC000049589068,Cn1c2cssc-2c(NC=O)c1=O
ZINC000001999563,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl
ZINC000006032433,C[C@@H](O)C(=O)C(=O)O
ZINC000008217123,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@@](=O)(O)OP(=O)(O)O)O1
ZINC000005065030,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)[C@@H]1C
ZINC000040490712,CC[C@@H](C)[C@H](N)C(=O)N[C@@H](C(=O)O)[C@@H](C)O
ZINC000001529671,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)O
ZINC000005647933,CCCOC(=O)/C=C/C(=O)O
ZINC000004166527,Cc1cc(O)c(C=O)c(O)c1C(=O)O
ZINC000002584002,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)c(C=O)c(O)c(O)c1O
ZINC000001846392,CN(C)C[C@@H]1CO[C@@]2(O1)c1ccccc1COc1ccccc12
ZINC000003171679,CC1=C[C@@H]2[C@@H](C(C)C)CC[C@@](C)(O)[C@@H]2CC1
ZINC000002046788,C=C(CCC[C@H](N)C(=O)O)C(=O)O
ZINC000005958052,CN(C)C[C@H]1CCCC[C@@]1(O)c1cccc(O)c1
ZINC000014819147,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O
ZINC000040486975,O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1C[C@@H](O)CN1
ZINC000014487918,C=C(C)[C@@H]1CC(=O)C(C)=C[C@H]1O
ZINC000004215844,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)c1c(cc(OC(=O)c2ccccc2)cc1OC(=O)c1ccccc1)C[C@H]3C
ZINC000005762294,CC1(C)CCC[C@@]2(C)[C@H]1[C@H](O)C=C1C(=O)OC[C@@]12O
ZINC000032166556,CC[C@H]1CC(=O)C(O)=C1C
ZINC000006069877,COC(=O)C1=CC(=O)C=C(OC)[C@]12Oc1cc(C)cc(O)c1C2=O
ZINC000029390095,C[C@@H]1C=C[C@@H](C)N1CC(=O)N=C(N)N
